year,municipality_code,municipality,gini_index
2000,430066,André da Rocha,0.5408
2010,430066,André da Rocha,0.5069
1991,430070,Anta Gorda,0.5618
2000,430070,Anta Gorda,0.451
2010,430070,Anta Gorda,0.3406
1991,430080,Antônio Prado,0.5949
2000,430080,Antônio Prado,0.4927
2010,430080,Antônio Prado,0.4164
1991,430085,Arambaré,NA
2000,430085,Arambaré,0.5266
2010,430085,Arambaré,0.4915
1991,430087,Araricá,NA
2000,430087,Araricá,0.4327
2010,430087,Araricá,0.3624
1991,430090,Aratiba,0.5393
2000,430090,Aratiba,0.5093
2010,430090,Aratiba,0.5567
1991,430100,Arroio do Meio,0.4549
2000,430100,Arroio do Meio,0.483
2010,430100,Arroio do Meio,0.358
1991,430107,Arroio do Padre,NA
2000,430107,Arroio do Padre,NA
2010,430107,Arroio do Padre,0.5237
1991,430105,Arroio do Sal,0.5075
2000,430105,Arroio do Sal,0.5032
2010,430105,Arroio do Sal,0.4748
1991,430120,Arroio do Tigre,0.5461
2000,430120,Arroio do Tigre,0.5142
2010,430120,Arroio do Tigre,0.4736
1991,430110,Arroio dos Ratos,0.5095
2000,430110,Arroio dos Ratos,0.5152
2010,430110,Arroio dos Ratos,0.4788
1991,430130,Arroio Grande,0.5657
2000,430130,Arroio Grande,0.6082
2010,430130,Arroio Grande,0.5088
1991,430140,Arvorezinha,0.5202
2000,430140,Arvorezinha,0.4806
2010,430140,Arvorezinha,0.4171
1991,430150,Augusto Pestana,0.635
2000,430150,Augusto Pestana,0.4902
2010,430150,Augusto Pestana,0.4924
1991,430155,Áurea,0.6331
2000,430155,Áurea,0.4738
2010,430155,Áurea,0.4302
1991,430160,Bagé,0.5963
2000,430160,Bagé,0.5865
2010,430160,Bagé,0.5708
1991,430163,Balneário Pinhal,NA
2000,430163,Balneário Pinhal,0.6222
2010,430163,Balneário Pinhal,0.5114
1991,430165,Barão,0.405
2000,430165,Barão,0.443
2010,430165,Barão,0.4061
1991,430170,Barão de Cotegipe,0.569
2000,430170,Barão de Cotegipe,0.5401
2010,430170,Barão de Cotegipe,0.4218
1991,430175,Barão do Triunfo,NA
2000,430175,Barão do Triunfo,0.4716
2010,430175,Barão do Triunfo,0.5456
1991,430185,Barra do Guarita,NA
2000,430185,Barra do Guarita,0.5274
2010,430185,Barra do Guarita,0.4804
1991,430187,Barra do Quaraí,NA
2000,430187,Barra do Quaraí,0.6058
2010,430187,Barra do Quaraí,0.5044
1991,430190,Barra do Ribeiro,0.54
2000,430190,Barra do Ribeiro,0.5614
2010,430190,Barra do Ribeiro,0.5071
1991,430192,Barra do Rio Azul,NA
2000,430192,Barra do Rio Azul,0.5742
2010,430192,Barra do Rio Azul,0.4149
1991,430195,Barra Funda,NA
2000,430195,Barra Funda,0.429
2010,430195,Barra Funda,0.3947
1991,430180,Barracão,0.5883
2000,430180,Barracão,0.5926
2010,430180,Barracão,0.5879
1991,430200,Barros Cassal,0.5388
2000,430200,Barros Cassal,0.5271
2010,430200,Barros Cassal,0.5173
1991,430205,Benjamin Constant do Sul,NA
2000,430205,Benjamin Constant do Sul,0.5315
2010,430205,Benjamin Constant do Sul,0.4846
1991,430210,Bento Gonçalves,0.4922
2000,430210,Bento Gonçalves,0.4788
2010,430210,Bento Gonçalves,0.4532
1991,430215,Boa Vista das Missões,NA
2000,430215,Boa Vista das Missões,0.5908
2010,430215,Boa Vista das Missões,0.4435
1991,430220,Boa Vista do Buricá,0.4892
2000,430220,Boa Vista do Buricá,0.548
2010,430220,Boa Vista do Buricá,0.4264
1991,430222,Boa Vista do Cadeado,NA
2000,430222,Boa Vista do Cadeado,NA
2010,430222,Boa Vista do Cadeado,0.4113
1991,430223,Boa Vista do Incra,NA
2000,430223,Boa Vista do Incra,NA
2010,430223,Boa Vista do Incra,0.4803
1991,430225,Boa Vista do Sul,NA
2000,430225,Boa Vista do Sul,0.4836
2010,430225,Boa Vista do Sul,0.447
1991,430230,Bom Jesus,0.5813
2000,430230,Bom Jesus,0.5435
2010,430230,Bom Jesus,0.5251
1991,430235,Bom Princípio,0.4135
2000,430235,Bom Princípio,0.4007
2010,430235,Bom Princípio,0.3727
1991,430237,Bom Progresso,NA
2000,430237,Bom Progresso,0.5157
2010,430237,Bom Progresso,0.5161
1991,430240,Bom Retiro do Sul,0.4627
2000,430240,Bom Retiro do Sul,0.4273
2010,430240,Bom Retiro do Sul,0.387
1991,430245,Boqueirão do Leão,0.472
2000,430245,Boqueirão do Leão,0.4705
2010,430245,Boqueirão do Leão,0.4718
1991,430250,Bossoroca,0.6024
2000,430250,Bossoroca,0.6064
2010,430250,Bossoroca,0.5213
1991,430258,Bozano,NA
2000,430258,Bozano,NA
2010,430258,Bozano,0.4258
1991,430260,Braga,0.5939
2000,430260,Braga,0.5195
2010,430260,Braga,0.4788
1991,430265,Brochier,0.4642
2000,430265,Brochier,0.4093
2010,430265,Brochier,0.3568
1991,430270,Butiá,0.4693
2000,430270,Butiá,0.491
2010,430270,Butiá,0.4919
1991,430280,Caçapava do Sul,0.5639
2000,430280,Caçapava do Sul,0.5416
2010,430280,Caçapava do Sul,0.4887
1991,430290,Cacequi,0.5782
2000,430290,Cacequi,0.523
2010,430290,Cacequi,0.5237
1991,430300,Cachoeira do Sul,0.6422
2000,430300,Cachoeira do Sul,0.5706
2010,430300,Cachoeira do Sul,0.5428
1991,430310,Cachoeirinha,0.4594
2000,430310,Cachoeirinha,0.4847
2010,430310,Cachoeirinha,0.4495
1991,430320,Cacique Doble,0.5824
2000,430320,Cacique Doble,0.4978
2010,430320,Cacique Doble,0.5139
1991,430330,Caibaté,0.6353
2000,430330,Caibaté,0.5371
2010,430330,Caibaté,0.4838
1991,430340,Caiçara,0.673
2000,430340,Caiçara,0.566
2010,430340,Caiçara,0.4679
1991,430350,Camaquã,0.5709
2000,430350,Camaquã,0.5557
2010,430350,Camaquã,0.5048
1991,430355,Camargo,0.4996
2000,430355,Camargo,0.4578
2010,430355,Camargo,0.3874
1991,430360,Cambará do Sul,0.513
2000,430360,Cambará do Sul,0.5062
2010,430360,Cambará do Sul,0.4545
1991,430367,Campestre da Serra,NA
2000,430367,Campestre da Serra,0.4166
2010,430367,Campestre da Serra,0.3085
1991,430370,Campina das Missões,0.551
2000,430370,Campina das Missões,0.4509
2010,430370,Campina das Missões,0.4053
1991,430380,Campinas do Sul,0.5691
2000,430380,Campinas do Sul,0.5353
2010,430380,Campinas do Sul,0.4677
1991,430390,Campo Bom,0.4645
2000,430390,Campo Bom,0.4801
2010,430390,Campo Bom,0.4323
1991,430400,Campo Novo,0.5855
2000,430400,Campo Novo,0.5697
2010,430400,Campo Novo,0.5032
1991,430410,Campos Borges,0.5302
2000,430410,Campos Borges,0.5464
2010,430410,Campos Borges,0.4606
1991,430420,Candelária,0.5614
2000,430420,Candelária,0.5553
2010,430420,Candelária,0.4707
1991,430430,Cândido Godói,0.537
2000,430430,Cândido Godói,0.5265
2010,430430,Cândido Godói,0.4483
1991,430435,Candiota,NA
2000,430435,Candiota,0.5711
2010,430435,Candiota,0.5165
1991,430440,Canela,0.5131
2000,430440,Canela,0.5259
2010,430440,Canela,0.4861
1991,430450,Canguçu,0.6022
2000,430450,Canguçu,0.5063
2010,430450,Canguçu,0.5034
1991,430460,Canoas,0.4995
2000,430460,Canoas,0.5326
2010,430460,Canoas,0.5178
1991,430461,Canudos do Vale,NA
2000,430461,Canudos do Vale,NA
2010,430461,Canudos do Vale,0.5385
1991,430462,Capão Bonito do Sul,NA
2000,430462,Capão Bonito do Sul,NA
2010,430462,Capão Bonito do Sul,0.5395
1991,430463,Capão da Canoa,0.4944
2000,430463,Capão da Canoa,0.5674
2010,430463,Capão da Canoa,0.5208
1991,430465,Capão do Cipó,NA
2000,430465,Capão do Cipó,NA
2010,430465,Capão do Cipó,0.5292
1991,430466,Capão do Leão,0.4243
2000,430466,Capão do Leão,0.4964
2010,430466,Capão do Leão,0.4493
1991,430468,Capela de Santana,0.409
2000,430468,Capela de Santana,0.4555
2010,430468,Capela de Santana,0.3964
1991,430469,Capitão,NA
2000,430469,Capitão,0.3626
2010,430469,Capitão,0.3829
1991,430467,Capivari do Sul,NA
2000,430467,Capivari do Sul,0.6551
2010,430467,Capivari do Sul,0.6919
1991,430471,Caraá,NA
2000,430471,Caraá,0.4936
2010,430471,Caraá,0.4106
1991,430470,Carazinho,0.5703
2000,430470,Carazinho,0.5672
2010,430470,Carazinho,0.5179
1991,430480,Carlos Barbosa,0.4079
2000,430480,Carlos Barbosa,0.4144
2010,430480,Carlos Barbosa,0.5073
1991,430485,Carlos Gomes,NA
2000,430485,Carlos Gomes,0.3946
2010,430485,Carlos Gomes,0.443
1991,430490,Casca,0.5651
2000,430490,Casca,0.5203
2010,430490,Casca,0.431
1991,430495,Caseiros,0.5634
2000,430495,Caseiros,0.58
2010,430495,Caseiros,0.4917
1991,430500,Catuípe,0.6433
2000,430500,Catuípe,0.579
2010,430500,Catuípe,0.5605
1991,430510,Caxias do Sul,0.4688
2000,430510,Caxias do Sul,0.51
2010,430510,Caxias do Sul,0.4925
1991,430511,Centenário,NA
2000,430511,Centenário,0.4833
2010,430511,Centenário,0.4989
1991,430512,Cerrito,NA
2000,430512,Cerrito,0.4511
2010,430512,Cerrito,0.4916
1991,430513,Cerro Branco,0.5639
2000,430513,Cerro Branco,0.5132
2010,430513,Cerro Branco,0.4121
1991,430515,Cerro Grande,0.5483
2000,430515,Cerro Grande,0.4748
2010,430515,Cerro Grande,0.4893
1991,430517,Cerro Grande do Sul,0.5909
2000,430517,Cerro Grande do Sul,0.5179
2010,430517,Cerro Grande do Sul,0.5026
1991,430520,Cerro Largo,0.527
2000,430520,Cerro Largo,0.5351
2010,430520,Cerro Largo,0.4721
1991,430530,Chapada,0.5851
2000,430530,Chapada,0.5269
2010,430530,Chapada,0.4629
1991,430535,Charqueadas,0.4705
2000,430535,Charqueadas,0.4734
2010,430535,Charqueadas,0.4445
1991,430537,Charrua,NA
2000,430537,Charrua,0.503
2010,430537,Charrua,0.5075
1991,430540,Chiapetta,0.6037
2000,430540,Chiapetta,0.5369
2010,430540,Chiapetta,0.5094
1991,430543,Chuí,NA
2000,430543,Chuí,0.5337
2010,430543,Chuí,0.4959
1991,430544,Chuvisca,NA
2000,430544,Chuvisca,0.5005
2010,430544,Chuvisca,0.4622
1991,430545,Cidreira,0.5157
2000,430545,Cidreira,0.5845
2010,430545,Cidreira,0.5047
1991,430550,Ciríaco,0.5244
2000,430550,Ciríaco,0.5844
2010,430550,Ciríaco,0.4581
1991,430558,Colinas,NA
2000,430558,Colinas,0.3756
2010,430558,Colinas,0.4741
1991,430560,Colorado,0.6112
2000,430560,Colorado,0.4703
2010,430560,Colorado,0.5076
1991,430570,Condor,0.5156
2000,430570,Condor,0.5645
2010,430570,Condor,0.5028
1991,430580,Constantina,0.6082
2000,430580,Constantina,0.5049
2010,430580,Constantina,0.4674
1991,430583,Coqueiro Baixo,NA
2000,430583,Coqueiro Baixo,NA
2010,430583,Coqueiro Baixo,0.4397
1991,430585,Coqueiros do Sul,NA
2000,430585,Coqueiros do Sul,0.4916
2010,430585,Coqueiros do Sul,0.5435
1991,430587,Coronel Barros,NA
2000,430587,Coronel Barros,0.4614
2010,430587,Coronel Barros,0.5347
1991,430590,Coronel Bicaco,0.6024
2000,430590,Coronel Bicaco,0.5965
2010,430590,Coronel Bicaco,0.5217
1991,430593,Coronel Pilar,NA
2000,430593,Coronel Pilar,NA
2010,430593,Coronel Pilar,0.3748
1991,430595,Cotiporã,0.4213
2000,430595,Cotiporã,0.4078
2010,430595,Cotiporã,0.3859
1991,430597,Coxilha,NA
2000,430597,Coxilha,0.4845
2010,430597,Coxilha,0.5017
1991,430600,Crissiumal,0.5987
2000,430600,Crissiumal,0.4877
2010,430600,Crissiumal,0.4151
1991,430605,Cristal,0.6696
2000,430605,Cristal,0.4929
2010,430605,Cristal,0.4525
1991,430607,Cristal do Sul,NA
2000,430607,Cristal do Sul,0.5206
2010,430607,Cristal do Sul,0.4552
1991,430610,Cruz Alta,0.5889
2000,430610,Cruz Alta,0.5997
2010,430610,Cruz Alta,0.5419
1991,430613,Cruzaltense,NA
2000,430613,Cruzaltense,NA
2010,430613,Cruzaltense,0.4594
1991,430620,Cruzeiro do Sul,0.4424
2000,430620,Cruzeiro do Sul,0.4353
2010,430620,Cruzeiro do Sul,0.4092
1991,430630,David Canabarro,0.5249
2000,430630,David Canabarro,0.4817
2010,430630,David Canabarro,0.4433
1991,430632,Derrubadas,NA
2000,430632,Derrubadas,0.5927
2010,430632,Derrubadas,0.5913
1991,430635,Dezesseis de Novembro,0.5363
2000,430635,Dezesseis de Novembro,0.502
2010,430635,Dezesseis de Novembro,0.4968
1991,430637,Dilermando de Aguiar,NA
2000,430637,Dilermando de Aguiar,0.7653
2010,430637,Dilermando de Aguiar,0.5828
1991,430640,Dois Irmãos,0.3946
2000,430640,Dois Irmãos,0.3902
2010,430640,Dois Irmãos,0.3832
1991,430642,Dois Irmãos das Missões,NA
2000,430642,Dois Irmãos das Missões,0.635
2010,430642,Dois Irmãos das Missões,0.5237
1991,430645,Dois Lajeados,0.6253
2000,430645,Dois Lajeados,0.494
2010,430645,Dois Lajeados,0.3405
1991,430650,Dom Feliciano,0.5439
2000,430650,Dom Feliciano,0.4623
2010,430650,Dom Feliciano,0.4992
1991,430660,Dom Pedrito,0.5913
2000,430660,Dom Pedrito,0.6225
2010,430660,Dom Pedrito,0.5448
1991,430655,Dom Pedro de Alcântara,NA
2000,430655,Dom Pedro de Alcântara,0.4593
2010,430655,Dom Pedro de Alcântara,0.4464
1991,430670,Dona Francisca,0.569
2000,430670,Dona Francisca,0.5122
2010,430670,Dona Francisca,0.4721
1991,430673,Doutor Maurício Cardoso,0.5379
2000,430673,Doutor Maurício Cardoso,0.4375
2010,430673,Doutor Maurício Cardoso,0.4889
1991,430675,Doutor Ricardo,NA
2000,430675,Doutor Ricardo,0.4666
2010,430675,Doutor Ricardo,0.3778
1991,430676,Eldorado do Sul,0.5448
2000,430676,Eldorado do Sul,0.5447
2010,430676,Eldorado do Sul,0.4751
1991,430680,Encantado,0.4896
2000,430680,Encantado,0.513
2010,430680,Encantado,0.4275
1991,430690,Encruzilhada do Sul,0.6028
2000,430690,Encruzilhada do Sul,0.5895
2010,430690,Encruzilhada do Sul,0.5382
1991,430692,Engenho Velho,NA
2000,430692,Engenho Velho,0.5254
2010,430692,Engenho Velho,0.5607
1991,430695,Entre Rios do Sul,0.6277
2000,430695,Entre Rios do Sul,0.6733
2010,430695,Entre Rios do Sul,0.4537
1991,430693,Entre-Ijuís,0.6277
2000,430693,Entre-Ijuís,0.5208
2010,430693,Entre-Ijuís,0.4726
1991,430697,Erebango,0.4433
2000,430697,Erebango,0.4649
2010,430697,Erebango,0.4734
1991,430700,Erechim,0.5621
2000,430700,Erechim,0.5281
2010,430700,Erechim,0.4869
1991,430705,Ernestina,0.5564
2000,430705,Ernestina,0.5174
2010,430705,Ernestina,0.4424
1991,430720,Erval Grande,0.6873
2000,430720,Erval Grande,0.6347
2010,430720,Erval Grande,0.5017
1991,430730,Erval Seco,0.6341
2000,430730,Erval Seco,0.5753
2010,430730,Erval Seco,0.5226
1991,430740,Esmeralda,0.5584
2000,430740,Esmeralda,0.54990000000000006
2010,430740,Esmeralda,0.4829
1991,430745,Esperança do Sul,NA
2000,430745,Esperança do Sul,0.4773
2010,430745,Esperança do Sul,0.431
1991,430750,Espumoso,0.7179
2000,430750,Espumoso,0.5705
2010,430750,Espumoso,0.496
1991,430755,Estação,0.5265
2000,430755,Estação,0.4818
2010,430755,Estação,0.4633
1991,430760,Estância Velha,0.461
2000,430760,Estância Velha,0.4504
2010,430760,Estância Velha,0.4308
1991,430770,Esteio,0.4746
2000,430770,Esteio,0.5003
2010,430770,Esteio,0.4844
1991,430780,Estrela,0.4595
2000,430780,Estrela,0.4641
2010,430780,Estrela,0.4219
1991,430781,Estrela Velha,NA
2000,430781,Estrela Velha,0.6503
2010,430781,Estrela Velha,0.4786
1991,430783,Eugênio de Castro,0.6133
2000,430783,Eugênio de Castro,0.5853
2010,430783,Eugênio de Castro,0.5095
1991,430786,Fagundes Varela,0.4528
2000,430786,Fagundes Varela,0.3242
2010,430786,Fagundes Varela,0.3473
1991,430790,Farroupilha,0.4656
2000,430790,Farroupilha,0.4756
2010,430790,Farroupilha,0.4401
1991,430800,Faxinal do Soturno,0.5325
2000,430800,Faxinal do Soturno,0.506
2010,430800,Faxinal do Soturno,0.4775
1991,430805,Faxinalzinho,0.5695
2000,430805,Faxinalzinho,0.5926
2010,430805,Faxinalzinho,0.4496
1991,430807,Fazenda Vilanova,NA
2000,430807,Fazenda Vilanova,0.499
2010,430807,Fazenda Vilanova,0.4472
1991,430810,Feliz,0.5369
2000,430810,Feliz,0.4169
2010,430810,Feliz,0.3736
1991,430820,Flores da Cunha,0.4555
2000,430820,Flores da Cunha,0.4567
2010,430820,Flores da Cunha,0.4427
1991,430825,Floriano Peixoto,NA
2000,430825,Floriano Peixoto,0.5123
2010,430825,Floriano Peixoto,0.4454
1991,430830,Fontoura Xavier,0.5522
2000,430830,Fontoura Xavier,0.5452
2010,430830,Fontoura Xavier,0.5351
1991,430840,Formigueiro,0.7084
2000,430840,Formigueiro,0.5432
2010,430840,Formigueiro,0.5205
1991,430843,Forquetinha,NA
2000,430843,Forquetinha,NA
2010,430843,Forquetinha,0.3843
1991,430845,Fortaleza dos Valos,0.6844
2000,430845,Fortaleza dos Valos,0.6672
2010,430845,Fortaleza dos Valos,0.6399
1991,430850,Frederico Westphalen,0.605
2000,430850,Frederico Westphalen,0.5495
2010,430850,Frederico Westphalen,0.4747
1991,430860,Garibaldi,0.5289
2000,430860,Garibaldi,0.4853
2010,430860,Garibaldi,0.5115
1991,430865,Garruchos,NA
2000,430865,Garruchos,0.5388
2010,430865,Garruchos,0.5272
1991,430870,Gaurama,0.523
2000,430870,Gaurama,0.5276
2010,430870,Gaurama,0.4376
1991,430880,General Câmara,0.572
2000,430880,General Câmara,0.5334
2010,430880,General Câmara,0.4979
1991,430885,Gentil,NA
2000,430885,Gentil,0.4668
2010,430885,Gentil,0.4603
1991,430890,Getúlio Vargas,0.5353
2000,430890,Getúlio Vargas,0.5267
2010,430890,Getúlio Vargas,0.447
1991,430900,Giruá,0.5942
2000,430900,Giruá,0.5989
2010,430900,Giruá,0.5377
1991,430905,Glorinha,0.5142
2000,430905,Glorinha,0.526
2010,430905,Glorinha,0.4225
1991,430910,Gramado,0.4913
2000,430910,Gramado,0.489
2010,430910,Gramado,0.4888
1991,430912,Gramado dos Loureiros,NA
2000,430912,Gramado dos Loureiros,0.5215
2010,430912,Gramado dos Loureiros,0.5104
1991,430915,Gramado Xavier,NA
2000,430915,Gramado Xavier,0.7386
2010,430915,Gramado Xavier,0.5575
1991,430920,Gravataí,0.449
2000,430920,Gravataí,0.4876
2010,430920,Gravataí,0.4578
1991,430925,Guabiju,0.5803
2000,430925,Guabiju,0.4008
2010,430925,Guabiju,0.5553
1991,430930,Guaíba,0.4819
2000,430930,Guaíba,0.522
2010,430930,Guaíba,0.4793
1991,430940,Guaporé,0.4769
2000,430940,Guaporé,0.4813
2010,430940,Guaporé,0.4251
1991,430950,Guarani das Missões,0.5227
2000,430950,Guarani das Missões,0.5225
2010,430950,Guarani das Missões,0.4282
1991,430955,Harmonia,0.4793
2000,430955,Harmonia,0.4108
2010,430955,Harmonia,0.362
1991,430710,Herval,0.5588
2000,430710,Herval,0.5912
2010,430710,Herval,0.7019
1991,430957,Herveiras,NA
2000,430957,Herveiras,0.5107
2010,430957,Herveiras,0.4213
1991,430960,Horizontina,0.563
2000,430960,Horizontina,0.5052
2010,430960,Horizontina,0.4949
1991,430965,Hulha Negra,NA
2000,430965,Hulha Negra,0.668
2010,430965,Hulha Negra,0.5491
1991,430970,Humaitá,0.5523
2000,430970,Humaitá,0.4701
2010,430970,Humaitá,0.4243
1991,430975,Ibarama,0.5673
2000,430975,Ibarama,0.4183
2010,430975,Ibarama,0.4349
1991,430980,Ibiaçá,0.549
2000,430980,Ibiaçá,0.6035
2010,430980,Ibiaçá,0.4362
1991,430990,Ibiraiaras,0.5459
2000,430990,Ibiraiaras,0.5966
2010,430990,Ibiraiaras,0.4437
1991,430995,Ibirapuitã,0.5221
2000,430995,Ibirapuitã,0.4962
2010,430995,Ibirapuitã,0.536
1991,431000,Ibirubá,0.5448
2000,431000,Ibirubá,0.5879
2010,431000,Ibirubá,0.4922
1991,431010,Igrejinha,0.4459
2000,431010,Igrejinha,0.5076
2010,431010,Igrejinha,0.4414
1991,431020,Ijuí,0.5787
2000,431020,Ijuí,0.5697
2010,431020,Ijuí,0.574
1991,431030,Ilópolis,0.507
2000,431030,Ilópolis,0.5768
2010,431030,Ilópolis,0.4863
1991,431033,Imbé,0.4786
2000,431033,Imbé,0.5389
2010,431033,Imbé,0.5934
1991,431036,Imigrante,0.5143
2000,431036,Imigrante,0.4779
2010,431036,Imigrante,0.3479
1991,431040,Independência,0.5536
2000,431040,Independência,0.6161
2010,431040,Independência,0.4865
1991,431041,Inhacorá,NA
2000,431041,Inhacorá,0.5557
2010,431041,Inhacorá,0.4308
1991,431043,Ipê,0.6391
2000,431043,Ipê,0.3884
2010,431043,Ipê,0.4708
1991,431046,Ipiranga do Sul,0.4708
2000,431046,Ipiranga do Sul,0.5232
2010,431046,Ipiranga do Sul,0.4806
1991,431050,Iraí,0.6185
2000,431050,Iraí,0.6459
2010,431050,Iraí,0.5421
1991,431053,Itaara,NA
2000,431053,Itaara,0.6112
2010,431053,Itaara,0.6057
1991,431055,Itacurubi,0.6742
2000,431055,Itacurubi,0.534
2010,431055,Itacurubi,0.6277
1991,431057,Itapuca,NA
2000,431057,Itapuca,0.425
2010,431057,Itapuca,0.4023
1991,431060,Itaqui,0.6158
2000,431060,Itaqui,0.5915
2010,431060,Itaqui,0.5232
1991,431065,Itati,NA
2000,431065,Itati,NA
2010,431065,Itati,0.4825
1991,431070,Itatiba do Sul,0.5629
2000,431070,Itatiba do Sul,0.5095
2010,431070,Itatiba do Sul,0.5208
1991,431075,Ivorá,0.541
2000,431075,Ivorá,0.4258
2010,431075,Ivorá,0.4398
1991,431080,Ivoti,0.4551
2000,431080,Ivoti,0.462
2010,431080,Ivoti,0.4484
1991,431085,Jaboticaba,0.6085
2000,431085,Jaboticaba,0.5314
2010,431085,Jaboticaba,0.5589
1991,431087,Jacuizinho,NA
2000,431087,Jacuizinho,NA
2010,431087,Jacuizinho,0.7248
1991,431090,Jacutinga,0.5562
2000,431090,Jacutinga,0.5322
2010,431090,Jacutinga,0.392
1991,431100,Jaguarão,0.5695
2000,431100,Jaguarão,0.5531
2010,431100,Jaguarão,0.5009
1991,431110,Jaguari,0.6681
2000,431110,Jaguari,0.5402
2010,431110,Jaguari,0.5161
1991,431112,Jaquirana,0.4931
2000,431112,Jaquirana,0.5051
2010,431112,Jaquirana,0.4444
1991,431113,Jari,NA
2000,431113,Jari,0.5657
2010,431113,Jari,0.5778
1991,431115,Jóia,0.5819
2000,431115,Jóia,0.5954
2010,431115,Jóia,0.5662
1991,431120,Júlio de Castilhos,0.6682
2000,431120,Júlio de Castilhos,0.5984
2010,431120,Júlio de Castilhos,0.599
1991,431123,Lagoa Bonita do Sul,NA
2000,431123,Lagoa Bonita do Sul,NA
2010,431123,Lagoa Bonita do Sul,0.4301
1991,431127,Lagoa dos Três Cantos,NA
2000,431127,Lagoa dos Três Cantos,0.5023
2010,431127,Lagoa dos Três Cantos,0.4336
1991,431130,Lagoa Vermelha,0.5641
2000,431130,Lagoa Vermelha,0.5648
2010,431130,Lagoa Vermelha,0.5135
1991,431125,Lagoão,0.4989
2000,431125,Lagoão,0.511
2010,431125,Lagoão,0.4337
1991,431140,Lajeado,0.5138
2000,431140,Lajeado,0.5071
2010,431140,Lajeado,0.4633
1991,431142,Lajeado do Bugre,NA
2000,431142,Lajeado do Bugre,0.4338
2010,431142,Lajeado do Bugre,0.5044
1991,431150,Lavras do Sul,0.6403
2000,431150,Lavras do Sul,0.5871
2010,431150,Lavras do Sul,0.4998
1991,431160,Liberato Salzano,0.5855
2000,431160,Liberato Salzano,0.52
2010,431160,Liberato Salzano,0.4328
1991,431162,Lindolfo Collor,NA
2000,431162,Lindolfo Collor,0.3346
2010,431162,Lindolfo Collor,0.3774
1991,431164,Linha Nova,NA
2000,431164,Linha Nova,0.3437
2010,431164,Linha Nova,0.3632
1991,431171,Maçambará,NA
2000,431171,Maçambará,0.6686
2010,431171,Maçambará,0.5124
1991,431170,Machadinho,0.5857
2000,431170,Machadinho,0.5001
2010,431170,Machadinho,0.518
1991,431173,Mampituba,NA
2000,431173,Mampituba,0.4796
2010,431173,Mampituba,0.4691
1991,431175,Manoel Viana,NA
2000,431175,Manoel Viana,0.5709
2010,431175,Manoel Viana,0.5256
1991,431177,Maquiné,NA
2000,431177,Maquiné,0.5489
2010,431177,Maquiné,0.4303
1991,431179,Maratá,NA
2000,431179,Maratá,0.359
2010,431179,Maratá,0.3455
1991,431180,Marau,0.5626
2000,431180,Marau,0.4914
2010,431180,Marau,0.4389
1991,431190,Marcelino Ramos,0.6
2000,431190,Marcelino Ramos,0.5581
2010,431190,Marcelino Ramos,0.4715
1991,431198,Mariana Pimentel,NA
2000,431198,Mariana Pimentel,0.5493
2010,431198,Mariana Pimentel,0.4717
1991,431200,Mariano Moro,0.5835
2000,431200,Mariano Moro,0.6088
2010,431200,Mariano Moro,0.4687
1991,431205,Marques de Souza,NA
2000,431205,Marques de Souza,0.4649
2010,431205,Marques de Souza,0.4187
1991,431210,Mata,0.6416
2000,431210,Mata,0.504
2010,431210,Mata,0.4753
1991,431213,Mato Castelhano,NA
2000,431213,Mato Castelhano,0.4704
2010,431213,Mato Castelhano,0.5613
1991,431215,Mato Leitão,NA
2000,431215,Mato Leitão,0.3837
2010,431215,Mato Leitão,0.3634
1991,431217,Mato Queimado,NA
2000,431217,Mato Queimado,NA
2010,431217,Mato Queimado,0.4282
1991,431220,Maximiliano de Almeida,0.6476
2000,431220,Maximiliano de Almeida,0.4839
2010,431220,Maximiliano de Almeida,0.4461
1991,431225,Minas do Leão,NA
2000,431225,Minas do Leão,0.4514
2010,431225,Minas do Leão,0.627
1991,431230,Miraguaí,0.6684
2000,431230,Miraguaí,0.5144
2010,431230,Miraguaí,0.6723
1991,431235,Montauri,0.501
2000,431235,Montauri,0.4308
2010,431235,Montauri,0.3532
1991,431237,Monte Alegre dos Campos,NA
2000,431237,Monte Alegre dos Campos,0.4249
2010,431237,Monte Alegre dos Campos,0.5604
1991,431238,Monte Belo do Sul,NA
2000,431238,Monte Belo do Sul,0.3954
2010,431238,Monte Belo do Sul,0.334
1991,431240,Montenegro,0.5293
2000,431240,Montenegro,0.5648
2010,431240,Montenegro,0.5084
1991,431242,Mormaço,NA
2000,431242,Mormaço,0.4772
2010,431242,Mormaço,0.582
1991,431244,Morrinhos do Sul,NA
2000,431244,Morrinhos do Sul,0.4994
2010,431244,Morrinhos do Sul,0.483
1991,431245,Morro Redondo,0.5023
2000,431245,Morro Redondo,0.5475
2010,431245,Morro Redondo,0.5174
1991,431247,Morro Reuter,NA
2000,431247,Morro Reuter,0.4297
2010,431247,Morro Reuter,0.3333
1991,431250,Mostardas,0.6454
2000,431250,Mostardas,0.5648
2010,431250,Mostardas,0.5593
1991,431260,Muçum,0.4538
2000,431260,Muçum,0.4674
2010,431260,Muçum,0.3953
1991,431261,Muitos Capões,NA
2000,431261,Muitos Capões,0.5673
2010,431261,Muitos Capões,0.5072
1991,431262,Muliterno,NA
2000,431262,Muliterno,0.4197
2010,431262,Muliterno,0.5148
1991,431265,Não-Me-Toque,0.5947
